team1,team2,goals_1,penalties_1,direct_free_hits_1,warnings_1,blue_cards_1,fouls_1,goals_2,penalties_2,direct_free_hits_2,warnings_2,blue_cards_2,fouls_2,date,ref1,ref2,ref3,gr1_1_played,gr1_1_name,gr1_1_saves,pl1_1_played,pl1_1_name,pl1_1_goals,pl1_1_pens,pl1_1_dfh,pl2_1_played,pl2_1_name,pl2_1_goals,pl2_1_pens,pl2_1_dfh,pl3_1_played,pl3_1_name,pl3_1_goals,pl3_1_pens,pl3_1_dfh,pl4_1_played,pl4_1_name,pl4_1_goals,pl4_1_pens,pl4_1_dfh,pl5_1_played,pl5_1_name,pl5_1_goals,pl5_1_pens,pl5_1_dfh,pl6_1_played,pl6_1_name,pl6_1_goals,pl6_1_pens,pl6_1_dfh,pl7_1_played,pl7_1_name,pl7_1_goals,pl7_1_pens,pl7_1_dfh,pl8_1_played,pl8_1_name,pl8_1_goals,pl8_1_pens,pl8_1_dfh,gr2_1_played,gr2_1_name,gr2_1_saves,gr1_2_played,gr1_2_name,gr1_2_saves,pl1_2_played,pl1_2_name,pl1_2_goals,pl1_2_pens,pl1_2_dfh,pl2_2_played,pl2_2_name,pl2_2_goals,pl2_2_pens,pl2_2_dfh,pl3_2_played,pl3_2_name,pl3_2_goals,pl3_2_pens,pl3_2_dfh,pl4_2_played,pl4_2_name,pl4_2_goals,pl4_2_pens,pl4_2_dfh,pl5_2_played,pl5_2_name,pl5_2_goals,pl5_2_pens,pl5_2_dfh,pl6_2_played,pl6_2_name,pl6_2_goals,pl6_2_pens,pl6_2_dfh,pl7_2_played,pl7_2_name,pl7_2_goals,pl7_2_pens,pl7_2_dfh,pl8_2_played,pl8_2_name,pl8_2_goals,pl8_2_pens,pl8_2_dfh,gr2_2_played,gr2_2_name,gr2_2_saves
UD OLIVEIRENSE / SIMOLDES 2324,CH CARVALHOS 2324,9,0/0,0/0,0,0,2,2,0/0,0/0,0,0,4,2024-05-01 00:00:00,MIGUEL MATOS,PEDRO SILVA,FERNANDO LOPES,,ALEJANDRO EDO,0,X,BRUNO BENEDETTO,1,0/0,0/0,X,MARC SAYO,1,0/0,0/0,X,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,1,0/0,0/0,J,FACUNDO NAVARRO,2,0/0,0/0,X,XAVIER CARDOSO,2,0/0,0/0,J,DIOGO LEMOS,2,0/0,0/0,J,DIOGO ABREU,0,0/0,0/0,X,DIOGO ALVES,0,J,AFONSO MARTINS,0,X,RÚBEN SOUSA,1,0/0,0/0,X,TIAGO BELCHIOR,0,0/0,0/0,J,RIBEIRO VASCO,0,0/0,0/0,J,TIAGO SILVA,0,0/0,0/0,J,PEDRO CUNHA,1,0/0,0/0,X,JOSÉ SANTOS,0,0/0,0/0,J,XAVIER PINHO,0,0/0,0/0,X,RICARDO FALE,0,0/0,0/0,X,GUSTAVO CARVALHO,0
GRF MURCHES 2324,SC TOMAR / IPT 2324,4,0/0,1/2,3,0,14,3,0/0,1/2,1,1,13,2024-05-01 00:00:00,PAULO ALMEIDA,PEDRO MIGUEL SOUSA,TIAGO ALVES,X,RODRIGO VIEIRA,1,X,GONÇALO NUNES,3,0/0,1/1,,JOÃO MEIRELES,0,0/0,0/0,X,TOMÁS MOREIRA,0,0/0,0/1,X,JOÃO MALÓ,0,0/0,0/0,J,RAFAEL LOURENÇO,0,0/0,0/0,J,JOSÉ COSTA,0,0/0,0/0,X,PAOLO DIAS,1,0/0,0/0,J,BERNARDO RAMALHO,0,0/0,0/0,,TOMÁS TEIXEIRA,0,X,JOSÉ SILVA,0,X,GUILHERME SILVA,1,0/0,1/1,J,LUCAS SANTOS,0,0/0,0/0,X,FILIPE ALMEIDA,1,0/0,0/0,X,ANDRÉ CENTENO,0,0/0,0/0,X,GONÇALO NETO,0,0/0,0/1,J,PEDRO MARTINS,1,0/0,0/0,J,FRANCO FERRUCCIO,0,0/0,0/0,J,ALEXANDRE MARQUES,0,0/0,0/0,,ANTÓNIO MARANTE,0
FC PORTO / FIDELIDADE 2324,OC BARCELOS SAD 2324,4,0/0,0/2,0,0,5,4,1/1,0/0,0,1,5,2024-05-01 00:00:00,MIGUEL GUILHERME,BRUNO HENRIQUES,CLAUDIO FRANCISCO,X,XAVIER CROSSAS,0,J,TELMO PINTO,0,0/0,0/0,X,EDUARD LAMAS,0,0/0,0/0,X,TOMAS MENA,1,0/0,0/0,X,JOSE RAFAEL COSTA,1,0/0,0/0,J,CARLO DI BENEDETTO,1,0/0,0/1,X,GONÇALO ALVES,1,0/0,0/1,J,HELDER NUNES,0,0/0,0/0,J,DIOGO BARATA,0,0/0,0/0,,LEONARDO PAIS,0,X,CONSTANTINO ACEVEDO,1,X,SANTIAGO SANCHEZ,0,0/0,0/0,J,DARIO GIMENEZ,0,0/0,0/0,J,LEO SAVREUX,0,0/0,0/0,X,DANIEL OLIVEIRA,1,0/0,0/0,X,LUÍS QUERIDO,1,1/1,0/0,X,MIGUEL ROCHA,0,0/0,0/0,J,ALVARO MORAIS,2,0/0,0/0,J,JOÃO CHAVES,0,0/0,0/0,,BRUNO FERREIRA,0
SL BENFICA 2324,J. PACENSE / DIVERCOL 2324,3,0/1,0/1,2,0,8,1,1/1,0/0,3,1,9,2024-05-01 00:00:00,TEOFILO CASIMIRO,PAULO GONÇALVES,RICARDO RODRIGUES,,PEDRO HENRIQUES  ©,0,J,DIOGO RAFAEL,1,0/0,0/0,X,PABLO ÀLVAREZ,0,0/0,0/0,X,LUCAS ORDOÑEZ,0,0/0,0/0,J,POL MANRUBIA,0,0/1,0/0,,VITOR OLIVEIRA,0,0/0,0/0,X,NIL ROCA SUBIRANA,0,0/0,0/0,X,ROBERTO DI BENEDETTO,1,0/0,0/0,J,GONÇALO PINTO,1,0/0,0/1,X,RUI MENDES,0,X,GABRIEL COSTA,2,X,JOSÉ PEDRO PEREIRA,0,0/0,0/0,J,MÁRCIO SISTI,0,0/0,0/0,X,FILIPE FLÓRIDO,0,0/0,0/0,J,NUNO PEREIRA,0,0/0,0/0,X,JOÃO PEREIRA,1,1/1,0/0,J,JOSE CANCELA,0,0/0,0/0,X,DINIS ABREU,0,0/0,0/0,J,BERNARDO MARQUES,0,0/0,0/0,,PEDRO FREITAS,0
HC BRAGA SAD 2324,FAMALICENSE AC 2324,4,0/1,0/0,1,0,8,0,0/0,0/0,0,0,4,2024-05-01 00:00:00,RUI TORRES,FERNANDO VASCONCELOS,JOAO PAULO SILVA,,TOMAS TEIXEIRA,0,J,ANTONIO TRABULO,1,0/0,0/0,X,PEREIRA GONÇALO,0,0/0,0/0,J,MIGUEL HENRIQUES,0,0/1,0/0,X,DIOGO SEIXAS,0,0/0,0/0,X,VITOR PINTO,1,0/0,0/0,X,PEDRO MENDES,1,0/0,0/0,J,JORGE SILVA,1,0/0,0/0,,JOÃO SILVA,0,0/0,0/0,X,NELSON FILIPE MAGALHAES,0,,MIGUEL SANTOS,0,J,JUAN GARCIA,0,0/0,0/0,J,JOÃO CANDEIAS,0,0/0,0/0,J,CARLOS DIAS,0,0/0,0/0,J,AFONSO LIMA,0,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,X,RAFAEL ALMEIDA,0,0/0,0/0,X,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,X,LUÍS FERREIRA,0,0/0,0/0,X,DIOGO FERNANDES,1
CH CARVALHOS 2324,HC TURQUEL 2324,3,0/0,1/2,2,0,8,2,0/0,0/0,3,2,12,2024-05-04 00:00:00,PEDRO MIGUEL SOUSA,CARLOS CORREIA,JOAO PAULO SILVA,X,ANDRÉ ALMEIDA ©,0,X,RÚBEN SOUSA,2,0/0,0/1,X,TIAGO BELCHIOR,0,0/0,0/0,,RIBEIRO VASCO,0,0/0,0/0,,TIAGO SILVA,0,0/0,0/0,X,PEDRO CUNHA,0,0/0,0/0,J,JOSÉ SANTOS,0,0/0,0/0,X,XAVIER PINHO,0,0/0,0/0,J,RICARDO FALE,1,0/0,1/1,,GUSTAVO CARVALHO,0,,DIOGO ALMEIDA,0,J,JOSÉ MOREIRA,0,0/0,0/0,X,EZEQUIEL FUNES,0,0/0,0/0,J,VASCO LUIS,2,0/0,0/0,X,ÀNGEL ALBARRACIN,0,0/0,0/0,X,ANDRÉ PIMENTA,0,0/0,0/0,X,TIAGO MATEUS,0,0/0,0/0,J,DANIEL PASSOS,0,0/0,0/0,J,SALVADOR ANDRÉ,0,0/0,0/0,X,GUILHERME DURO,0
SC TOMAR / IPT 2324,UD OLIVEIRENSE / SIMOLDES 2324,4,0/0,0/0,1,1,10,2,0/0,0/2,0,0,8,2024-05-04 00:00:00,JOAQUIM PINTO,PORFIRIO FERNANDES,BEATRIZ RODRIGUES,,JOSÉ SILVA,0,X,GUILHERME SILVA,1,0/0,0/0,J,LUCAS SANTOS,1,0/0,0/0,X,FILIPE ALMEIDA,1,0/0,0/0,J,ANDRÉ CENTENO,0,0/0,0/0,J,GONÇALO NETO,0,0/0,0/0,X,PEDRO MARTINS,0,0/0,0/0,J,FRANCO FERRUCCIO,0,0/0,0/0,X,ALEXANDRE MARQUES,1,0/0,0/0,X,ANTÓNIO MARANTE,2,X,ALEJANDRO EDO,0,X,BRUNO BENEDETTO,2,0/0,0/0,X,MARC SAYO,0,0/0,0/0,X,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,0,0/0,0/1,J,FACUNDO NAVARRO,0,0/0,0/1,X,XAVIER CARDOSO,0,0/0,0/0,J,FRANCO PLATERO,0,0/0,0/0,J,DIOGO ABREU,0,0/0,0/0,,DIOGO ALVES,0
RIBA D AVE HC / SIFAMIR 2324,GRF MURCHES 2324,4,0/1,0/3,2,2,8,2,0/0,1/2,1,2,10,2024-05-04 00:00:00,SILVIA COELHO,MIGUEL MATOS,HELDER SA PEREIRA,X,ÀLVARO GOLPE,1,X,REMI HERMAN,0,0/1,0/0,X,PEDRO SILVA,1,0/0,0/1,X,IÑIGO MENDIOROZ,0,0/0,0/0,X,RUI SILVA,2,0/0,0/1,J,DANIEL PINHEIRO,0,0/0,0/0,J,FRANCO TOLEDO,0,0/0,0/1,J,ANDERSON SILVA,0,0/0,0/0,J,GUSTAVO PATO,1,0/0,0/0,,PEDRO PEREIRA,0,X,RODRIGO VIEIRA,2,X,GONÇALO NUNES,1,0/0,1/1,X,TOMÁS MOREIRA,0,0/0,0/1,X,JOÃO MALÓ,0,0/0,0/0,J,RAFAEL LOURENÇO,1,0/0,0/0,J,JOSÉ COSTA,0,0/0,0/0,X,PAOLO DIAS,0,0/0,0/0,J,BERNARDO RAMALHO,0,0/0,0/0,,TOMÁS TEIXEIRA,0,0/0,0/0,,ANTÓNIO GOMES,--
OC BARCELOS SAD 2324,SPORTING CP 2324,4,0/0,0/2,3,1,10,3,0/1,0/2,3,3,8,2024-05-04 00:00:00,MANUEL OLIVEIRA,TEOFILO CASIMIRO,CLAUDIO FRANCISCO,X,CONSTANTINO ACEVEDO,3,J,SANTIAGO SANCHEZ,1,0/0,0/0,,DARIO GIMENEZ,0,0/0,0/0,X,DANILO RAMPULLLA,0,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,X,MIGUEL VIEIRA,0,0/0,0/0,J,MIGUEL ROCHA,3,0/0,0/1,X,ALVARO MORAIS,0,0/0,0/1,,BRUNO FERREIRA,0,X,ÂNGELO GIRÃO ©,2,J,RAFAEL MOREIRA,1,0/0,0/0,J,FERRAN FONT,0,0/0,0/1,X,ALESSANDRO VERONA,0,0/0,0/0,X,MATIAS PLATERO,0,0/0,0/0,X,JOÃO SOUTO,0,0/0,0/1,J,FACUNDO BRIDGE,1,0/0,0/0,J,HENRIQUE MAGALHÃES,0,0/0,0/0,X,GONZALO ROMERO,1,0/1,0/0,,JOSÉ DIOGO MACEDO,0
J. PACENSE / DIVERCOL 2324,FC PORTO / FIDELIDADE 2324,0,0/0,0/2,0,1,6,7,0/0,0/1,0,2,5,2024-05-04 00:00:00,PAULO ALMEIDA,FABIO LEITAO,ANDRE PORTAL,X,GABRIEL COSTA,0,X,JOSÉ PEDRO PEREIRA,0,0/0,0/0,J,JOSÉ GONÇALVES,0,0/0,0/0,X,FILIPE FLÓRIDO,0,0/0,0/0,J,NUNO PEREIRA,0,0/0,0/1,X,JOÃO PEREIRA,0,0/0,0/0,J,JOSE CANCELA,0,0/0,0/1,X,DINIS ABREU,0,0/0,0/0,J,BERNARDO MARQUES,0,0/0,0/0,,PEDRO FREITAS,0,X,XAVIER CROSSAS,1,J,TELMO PINTO,1,0/0,0/0,X,EDUARD LAMAS,0,0/0,0/0,J,TOMAS MENA,0,0/0,0/0,X,JOSE RAFAEL COSTA,0,0/0,0/0,X,CARLO DI BENEDETTO,1,0/0,0/0,X,GONÇALO ALVES,3,0/0,0/1,J,HELDER NUNES,2,0/0,0/0,J,DIOGO BARATA,0,0/0,0/0,J,LEONARDO PAIS,1
FAMALICENSE AC 2324,SL BENFICA 2324,0,0/0,0/0,1,0,4,3,0/0,0/0,0,0,5,2024-05-04 00:00:00,PEDRO SILVA,MANUEL FERNANDES,SIMAO VIANA,J,MIGUEL SANTOS,0,X,JUAN GARCIA,0,0/0,0/0,J,JOÃO CANDEIAS,0,0/0,0/0,X,CARLOS DIAS,0,0/0,0/0,J,AFONSO LIMA,0,0/0,0/0,J,DIOGO CARDOSO,0,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,X,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,J,LUÍS FERREIRA,0,0/0,0/0,X,DIOGO FERNANDES,0,X,PEDRO HENRIQUES,0,J,DIOGO RAFAEL,0,0/0,0/0,X,PABLO ÀLVAREZ,1,0/0,0/0,X,LUCAS ORDOÑEZ,0,0/0,0/0,J,POL MANRUBIA,0,0/0,0/0,,VITOR OLIVEIRA,0,0/0,0/0,X,NIL ROCA SUBIRANA,0,0/0,0/0,X,ROBERTO DI BENEDETTO,2,0/0,0/0,J,GONÇALO PINTO,0,0/0,0/0,,RUI MENDES,0
AD VALONGO / COLQUIMICA 2324,HC BRAGA SAD 2324,7,0/0,0/4,0,1,11,4,0/0,1/2,1,3,12,2024-05-04 00:00:00,BRUNO HENRIQUES,MIGUEL GUILHERME,SERGIO PEREIRA SILVA,,GONÇALO BENTO,0,X,JOAO LIMA,0,0/0,0/0,J,MIGUEL MOURA,1,0/0,0/1,X,FRANCISCO SILVA,0,0/0,0/1,J,JOÃO PEDRO,0,0/0,0/0,J,CARLOS RAMOS,3,0/0,0/1,X,JOÃO ALMEIDA,3,0/0,0/1,J,MARTIM LEITE,0,0/0,0/0,X,GABRIEL AZEVEDO,0,0/0,0/0,X,TIAGO FREITAS,0,J,TOMAS TEIXEIRA,0,J,ANTONIO TRABULO,2,0/0,1/1,,PEREIRA GONÇALO,0,0/0,0/0,J,MIGUEL HENRIQUES,0,0/0,0/0,X,DIOGO SEIXAS,0,0/0,0/0,X,VITOR PINTO,1,0/0,0/0,X,PEDRO MENDES,1,0/0,0/0,X,JORGE SILVA,0,0/0,0/1,J,JOÃO SILVA,0,0/0,0/0,X,NELSON FILIPE MAGALHAES,0
CANDELARIA SC 2425,GRF MURCHES 2425,2,0/1,2/4,3,0,15,1,0/1,0/2,1,2,17,2024-10-19 00:00:00,MANUEL OLIVEIRA,MANUEL FERNANDES,FERNANDO LOPES,,RUI SANTOS,0,X,DAMIÁN PAEZ CATALINI,0,0/0,0/2,X,JOEL MARTIN CASTILLO,2,0/0,2/2,J,RUI RAMOS,0,0/0,0/0,J,MARTIM LEITE,0,0/1,0/0,J,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,X,PEDRO ROCHA,0,0/0,0/0,J,PAOLO DIAS,0,0/0,0/0,X,VASCO SOARES,0,0/0,0/0,X,MIGUEL ROCHA,2,,RODRIGO TEIXEIRA,1,X,GONÇALO NUNES,0,0/1,0/0,J,DIOGO NEVES,0,0/0,0/0,X,TOMÁS MOREIRA,1,0/0,0/2,,MIGUEL ALEXANDRE,0,0/0,0/0,J,RAFAEL LOURENÇO,0,0/0,0/0,X,ANDRÉ GASPAR,0,0/0,0/0,X,JOSÉ COSTA,0,0/0,0/0,,DIOGO ALVES,0,0/0,0/0,X,RODRIGO VIEIRA,2
UD OLIVEIRENSE / SIMOLDES 2425,RIBA D AVE HC/CSJ GROUP 2425,2,0/1,0/1,0,2,8,0,0/0,0/1,4,1,8,2024-10-20 00:00:00,SILVIA COELHO,JORGE MACHADO,JOSE MENDES,X,ALEJANDRO EDO,1,J,BRUNO BENEDETTO,1,0/0,0/0,X,MARC SAYO,0,0/1,0/0,X,NUNO SANTOS,0,0/0,0/0,J,LUCAS MARTINEZ,0,0/0,0/1,X,FACUNDO NAVARRO,1,0/0,0/0,J,XAVIER CARDOSO,0,0/0,0/0,X,FRANCO PLATERO,0,0/0,0/0,J,DIOGO ABREU,0,0/0,0/0,,DIOGO ALVES,0,X,ÀLVARO GOLPE ©,2,J,FRANCISCO NARDI,0,0/0,0/0,X,RUI SILVA,0,0/0,0/0,J,FRANCISCO ABREU,0,0/0,0/0,J,BRUNO DINIS,0,0/0,0/0,J,ÀNGEL ALBARRACIN,0,0/0,0/0,X,FRANCO TOLEDO,0,0/0,0/1,X,ANDERSON SILVA,0,0/0,0/0,X,GUSTAVO PATO,0,0/0,0/0,,JOSÉ SILVA,0
SPORTING CP 2425,HC BRAGA SAD / SPORMEX 2425,4,2/3,0/1,1,0,9,1,1/1,0/0,2,2,9,2024-10-20 00:00:00,MIGUEL GUILHERME,GONÇALO PEREIRA,PAULO GONÇALVES,X,ÂNGELO GIRÃO ©,0,J,RAFAEL MOREIRA,1,0/0,0/0,J,ALESSANDRO VERONA,2,2/3,0/0,J,MATIAS PLATERO,0,0/0,0/0,J,ROC COLOMER,0,0/0,0/0,X,JOÃO SOUTO,0,0/0,0/0,X,TONI PEREZ,1,0/0,0/0,X,FACUNDO BRIDGE,0,0/0,0/0,X,HENRIQUE MAGALHÃES,0,0/0,0/0,,JOSÉ DIOGO MACEDO,0,,TOMAS TEIXEIRA,0,,ANTONIO TRABULO,0,0/0,0/0,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,X,PEREIRA GONÇALO,0,0/0,0/0,J,MIGUEL HENRIQUES,1,1/1,0/0,X,DIOGO SEIXAS,0,0/0,0/0,J,PAULO PEREIRA,0,0/0,0/0,X,PEDRO MENDES,0,0/0,0/0,X,JORGE SILVA,0,0/0,0/0,X,DIOGO FERNANDES,1
J. PACENSE/DES COMPAGNONS 2425,SL BENFICA 2425,2,0/0,1/3,1,3,12,10,0/0,1/2,0,3,16,2024-10-20 00:00:00,RUI DA SILVA,CARLOS CORREIA,JOÃO SILVA,X,GABRIEL COSTA,1,X,TOMÁS PEREIRA,0,0/0,0/0,X,JOSÉ GONÇALVES,1,0/0,0/0,X,FILIPE FLÓRIDO,0,0/0,0/1,J,NUNO PEREIRA,1,0/0,1/1,J,RAFAEL ALMEIDA,0,0/0,0/0,X,JOÃO PEREIRA,0,0/0,0/0,J,JOSE CANCELA,0,0/0,0/1,J,JOÃO GUIMARÃES,0,0/0,0/0,,TIAGO RODRIGUES,0,J,TIAGO ESTARREJA,0,J,JOSÉ MIRANDA,2,0/0,0/0,J,DIOGO RAFAEL,0,0/0,0/0,X,PAU POCH,3,0/0,1/1,J,LUCAS ORDOÑEZ,1,0/0,0/1,X,NIL ROCA SUBIRANA,1,0/0,0/0,X,ROBERTO DI BENEDETTO,2,0/0,0/0,J,GONÇALO PINTO,0,0/0,0/0,X,JOAO RODRIGUES,1,0/0,0/0,X,RUI MENDES,0
AD VALONGO / COLQUIMICA 2425,AJ VIANA 2425,4,0/0,0/0,1,0,6,0,0/1,0/1,2,0,9,2024-10-20 00:00:00,PEDRO DE SOUSA,PORFIRIO FERNANDES,TIAGO BESSA,X,GONÇALO BENTO,1,J,JOAO LIMA,0,0/0,0/0,J,MIGUEL MOURA,1,0/0,0/0,X,FRANCISCO SILVA,0,0/0,0/0,J,JOÃO PEDRO,1,0/0,0/0,X,KYLLIAN AGUERA,0,0/0,0/0,X,CARLOS RAMOS,1,0/0,0/0,X,JOÃO ALMEIDA,1,0/0,0/0,J,GABRIEL AZEVEDO,0,0/0,0/0,,AFONSO VENDA,0,X,BRUNO GUIA,0,J,GABRIEL SILVA,0,0/0,0/0,X,CARLOS OLIVEIRA,0,0/0,0/0,X,HUGO COSTA,0,0/1,0/0,J,JOAQUIN FERNANDEZ,0,0/0,0/0,J,GUILHERME MAGALHÃES,0,0/0,0/0,X,JOÃO ARAÚJO,0,0/0,0/1,J,CARLOS LOUREIRO,0,0/0,0/0,X,PEDRO BATISTA,0,0/0,0/0,,MATI BRIDGE,0
SC TOMAR / IPT 2425,AD SANJOANENSE 2425,3,0/0,1/4,1,2,15,4,0/0,2/5,4,1,16,2024-10-20 00:00:00,BRUNO HENRIQUES,TEOFILO CASIMIRO,TELMO SANTOS,,JOSÉ SILVA,0,X,GUILHERME SILVA,1,0/0,0/0,J,REMI HERMAN,0,0/0,0/0,J,LUCAS SANTOS,0,0/0,0/0,J,FILIPE ALMEIDA,1,0/0,0/0,X,ANDRÉ CENTENO,0,0/0,0/0,X,GONÇALO NETO,1,0/0,1/4,X,PEDRO MARTINS,0,0/0,0/0,J,ALEXANDRE MARQUES,0,0/0,0/0,X,ANTÓNIO MARANTE,3,J,JUAN ZANETTI,3,X,ALEXANDER MOUNT,1,0/0,0/0,X,NUNO ARAÚJO,0,0/0,0/0,J,JOÃO GUIMARÃES,0,0/0,0/0,J,ANDRES ZAPATA,0,0/0,0/0,J,MATHIAS ARNAEZ,0,0/0,0/0,J,VITOR PINTO,0,0/0,0/0,X,LUÍS FERREIRA,1,0/0,0/0,X,HUGO SANTOS,2,0/0,2/5,X,GUILHERME PEREIRA,0
OC BARCELOS SAD 2425,FC PORTO / FIDELIDADE 2425,3,0/0,1/1,3,0,10,0,0/0,0/1,2,0,10,2024-10-23 00:00:00,PEDRO FIGUEIREDO,RUI DA SILVA,JOÃO SILVA,X,CONSTANTINO ACEVEDO,1,J,SANTIAGO SANCHEZ,0,0/0,0/0,J,POL MANRUBIA,0,0/0,0/0,J,PEDRO SILVA,0,0/0,0/0,X,DANILO RAMPULLLA,0,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,X,LUÍS QUERIDO,1,0/0,0/0,X,MIGUEL VIEIRA,0,0/0,0/0,X,MIGUEL ROCHA,2,0/0,1/1,,LUIS BARBOSA,0,X,XAVIER CROSSAS,0,J,TELMO PINTO,0,0/0,0/0,X,EDUARD LAMAS,0,0/0,0/0,J,TOMAS MENA,0,0/0,0/0,X,JOSE RAFAEL COSTA,0,0/0,0/0,X,CARLO DI BENEDETTO,0,0/0,0/0,X,GONÇALO ALVES,0,0/0,0/0,J,HELDER NUNES,0,0/0,0/1,J,DIOGO BARATA,0,0/0,0/0,,LEONARDO PAIS,0
RIBA D AVE HC/CSJ GROUP 2425,SC TOMAR / IPT 2425,4,0/0,1/1,2,0,10,1,0/0,0/1,0,1,8,2024-10-26 00:00:00,FERNANDO VASCONCELOS,MARCELO CARDOSO,BRUNO MALHEIRO,X,ÀLVARO GOLPE ©,0,J,FRANCISCO NARDI,0,0/0,0/0,X,RUI SILVA,0,0/0,0/0,J,FRANCISCO ABREU,0,0/0,0/0,,BRUNO DINIS,0,0/0,0/0,J,ÀNGEL ALBARRACIN,0,0/0,0/0,X,FRANCO TOLEDO,2,0/0,1/1,X,ANDERSON SILVA,0,0/0,0/0,X,GUSTAVO PATO,2,0/0,0/0,,JOSÉ SILVA,0,,JOSÉ SILVA,0,X,GUILHERME SILVA,1,0/0,0/0,J,REMI HERMAN,0,0/0,0/0,J,LUCAS SANTOS,0,0/0,0/0,J,FILIPE ALMEIDA,0,0/0,0/0,X,ANDRÉ CENTENO,0,0/0,0/0,X,GONÇALO NETO,0,0/0,0/1,X,PEDRO MARTINS,0,0/0,0/0,J,ALEXANDRE MARQUES,0,0/0,0/0,X,ANTÓNIO MARANTE,0
GRF MURCHES 2425,OC BARCELOS SAD 2425,3,0/2,0/1,1,1,10,9,0/0,2/3,1,0,10,2024-10-26 00:00:00,JOÃO MARTINS,MIGUEL GUILHERME,TELMO SANTOS,J,RODRIGO TEIXEIRA,1,X,GONÇALO NUNES,0,0/1,0/0,J,DIOGO NEVES,0,0/0,0/0,X,TOMÁS MOREIRA,0,0/0,0/1,J,MIGUEL ALEXANDRE,0,0/0,0/0,J,RAFAEL LOURENÇO,3,0/0,0/0,J,JOÃO SARDO,0,0/0,0/0,X,ANDRÉ GASPAR,0,0/0,0/0,X,JOSÉ COSTA,0,0/1,0/0,X,RODRIGO VIEIRA,0,X,CONSTANTINO ACEVEDO,3,J,SANTIAGO SANCHEZ,0,0/0,0/0,J,POL MANRUBIA,2,0/0,0/0,J,PEDRO SILVA,0,0/0,0/0,X,DANILO RAMPULLLA,1,0/0,0/0,J,DANIEL OLIVEIRA,1,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/0,X,MIGUEL VIEIRA,1,0/0,0/0,X,MIGUEL ROCHA,4,0/0,2/3,,LUIS BARBOSA,0
HC BRAGA SAD / SPORMEX 2425,CANDELARIA SC 2425,7,0/2,1/5,3,4,14,2,0/0,1/4,2,4,18,2024-10-26 00:00:00,CARLOS CORREIA,RUI DA SILVA,RUI TORRES,,TOMAS TEIXEIRA,0,X,ANTONIO TRABULO,0,0/0,0/1,J,JOSÉ PEDRO PEREIRA,1,0/0,0/1,J,EDUARDO SILVA,0,0/0,0/0,J,MIGUEL HENRIQUES,1,0/1,0/1,X,DIOGO SEIXAS,3,0/0,0/0,J,PAULO PEREIRA,1,0/1,1/1,X,PEDRO MENDES,0,0/0,0/1,X,JORGE SILVA,1,0/0,0/0,X,DIOGO FERNANDES,2,,RUI SANTOS,0,J,DAMIÁN PAEZ CATALINI,0,0/0,0/0,X,JOEL MARTIN CASTILLO,1,0/0,1/2,X,RUI RAMOS,1,0/0,0/1,X,MARTIM LEITE,0,0/0,0/0,J,GUILHERME FRIAS ANASTÁCIO,0,0/0,0/0,X,PAOLO DIAS,0,0/0,0/0,J,VASCO SOARES,0,0/0,0/1,X,MIGUEL ROCHA,0,0/0,0/0,,JOSÉ PEREIRA,--
AJ VIANA 2425,J. PACENSE/DES COMPAGNONS 2425,1,0/0,1/1,0,1,12,4,0/1,0/2,0,0,10,2024-10-26 00:00:00,JOSE PEREIRA,SILVIA COELHO,JORGE MACHADO,X,BRUNO GUIA,1,J,GABRIEL SILVA,0,0/0,0/0,X,CARLOS OLIVEIRA,0,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,J,JOAQUIN FERNANDEZ,1,0/0,1/1,J,GUILHERME MAGALHÃES,0,0/0,0/0,J,JOÃO ARAÚJO,0,0/0,0/0,X,CARLOS LOUREIRO,0,0/0,0/0,X,PEDRO BATISTA,0,0/0,0/0,,MATI BRIDGE,0,X,GABRIEL COSTA,0,X,TOMÁS PEREIRA,0,0/0,0/0,J,JOSÉ GONÇALVES,0,0/0,0/0,J,FILIPE FLÓRIDO,0,0/0,0/0,X,NUNO PEREIRA,2,0/0,0/1,J,JOÃO PEREIRA,1,0/1,0/0,X,JOSE CANCELA,0,0/0,0/0,X,JOÃO GUIMARÃES,1,0/0,0/1,J,DINIS ABREU,0,0/0,0/0,,TIAGO RODRIGUES,0
